,index,Property_type,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Green_area,Construction,Management,Amenities,Connectivity,Lifestyle,Environment,Safety
730,730,,house,sector 55,independent,1.64,1620.0,10123.0,Plot area 180(150.5 sq.m.),3,3,2,4.0,South,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,,,1,1,0,0,0,0,11,1,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,1,54,,,,,5,4,4,4
731,731,flat,3 BHK,sector 88a,godrej icon,1.75,12645.0,1384.0,Carpet area: 1175.11,3,3,3+,6th   of 10 Floors,,New Property,nan,6.0,10.0,,1175.11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,,,,,,,
732,732,flat,4 BHK,sector 90,dlf new town heights,1.6,2364.0,6768.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,10th   of 19 Floors,West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],10.0,19.0,2364.0,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,4,4,5,4,,,
733,733,flat,4 BHK,sector 113,m3m capital,2.57,1650.0,15575.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,5,3+,25th   of 36 Floors,East,undefined,nan,25.0,36.0,,1650.0,2060.0,1,0,0,0,0,4,8,1,1,5,1,0,1,0,0,1,0,0,1,1,0,1,0,1,79,,,,,,,,
734,734,flat,3 BHK,sector 83,emaar palm gardens,1.75,1900.0,9210.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6th   of 16 Floors,West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],6.0,16.0,1900.0,1240.0,1600.0,0,1,0,0,0,0,10,1,1,8,0,0,0,3,0,1,1,0,0,0,0,0,0,1,150,5,4,4,5,4,,,
735,735,flat,3 BHK,sector 102,adani m2k oyster grande,2.6,2598.0,10007.0,Super Built up area 2598(241.36 sq.m.),3,3,3,2nd   of 24 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],2.0,24.0,2598.0,,,1,1,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,118,5,4.5,4.5,4,4,,,
736,736,flat,3 BHK,sector 85,orris carnation residency,0.9,1400.0,6428.0,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12nd   of 12 Floors,,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],12.0,12.0,1485.0,1400.0,1402.0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,120,4,4,4,4,3,,,
737,737,flat,3 BHK,sector 78,umang monsoon breeze,1.2,1848.0,6493.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1848 sq.ft. (171.68 sq.m.),3,3,2,8th   of 12 Floors,,Moderately Old,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],8.0,12.0,2250.0,1848.0,,0,0,0,1,0,3,12,1,1,5,0,1,1,3,1,1,1,1,0,0,1,3,1,2,8,,,,,5,4,4,4
738,738,flat,2 BHK,sector 102,shapoorji pallonji joyville gurugram,1.05,915.0,11475.0,Carpet area: 915 (85.01 sq.m.),2,2,2,Ground of 14 Floors,,undefined,[Green Area4 out of 5 Amenities5 out of 5 Management4 out of 5 Construction5 out of 5 Connectivity4 out of 5],0.0,14.0,,915.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,5,4,5,4,,,
739,739,flat,4 BHK,sector 113,m3m capital,2.37,2061.0,11500.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3+,20th   of 23 Floors,East,Under Construction,nan,20.0,23.0,,1600.0,2060.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,,,,,,,,
740,740,flat,3 BHK,sector 70,shree vardhman victoria,1.75,1950.0,8974.0,Built Up area: 1950 (181.16 sq.m.),3,4,2,16th   of 18 Floors,,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity3.5 out of 5],16.0,18.0,,,1950.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,5,4.5,4.5,3.5,,,
741,741,flat,2 BHK,sector 77,umang winter hills,0.86,1342.0,6408.0,Super Built up area 1342(124.68 sq.m.),2,2,2,16th   of 18 Floors,,New Property,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],16.0,18.0,1342.0,,,0,0,0,0,0,0,20,1,0,5,0,0,0,2,0,1,1,0,3,0,1,3,0,1,79,5,5,4,4.5,4.5,,,
742,742,flat,4 BHK,sector 62,pioneer araya,9.14,4690.0,19488.0,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16th   of 34 Floors,East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],16.0,34.0,4690.0,3258.0,,1,1,1,0,0,0,20,1,1,8,0,0,0,4,0,1,0,0,5,0,0,0,0,1,146,5,4,4,4,5,,,
743,743,flat,3 BHK,sector 63a,birla navya,3.7,2400.0,15416.0,Carpet area: 2400 (222.97 sq.m.),3,3,3+,1st   of 4 Floors,North,Under Construction,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety5 out of 5],1.0,4.0,,2400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,,,,,4,4,4,5
744,744,flat,4 BHK,sector 50,ss hibiscus,6.0,4889.0,12272.0,Super Built up area 4400(408.77 sq.m.),4,3,3,5th   of 18 Floors,South-East,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],5.0,18.0,4400.0,,,0,1,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,,,,5,5,5,4
745,745,flat,3 BHK,sector 70,shree vardhman victoria,1.64,1950.0,8410.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8th   of 18 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity3.5 out of 5],8.0,18.0,1950.0,1161.0,,0,1,0,0,0,0,5,1,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,126,5,5,4.5,4.5,3.5,,,
746,746,flat,3 BHK,sector 3 phase 2,om appartments,0.4,900.0,4444.0,Carpet area: 900 (83.61 sq.m.),3,2,1,3rd   of 4 Floors,,Relatively New,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5],3.0,4.0,,900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,4.5,4,3,4
747,747,flat,3 BHK,sector 69,tulip yellow,1.8,1704.0,10563.0,Carpet area: 1704 (158.31 sq.m.),3,3,3,14th   of 26 Floors,East,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],14.0,26.0,,1704.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,4,4,4,4
748,748,flat,2 BHK,sector 66,ireo uptown,1.5,1337.0,11219.0,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,3,3,1st   of 25 Floors,South,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],1.0,25.0,1337.0,1050.0,1330.0,0,1,0,0,1,0,12,1,1,4,0,1,0,2,0,0,1,0,4,0,0,3,0,1,79,5,5,5,5,5,,,
749,749,flat,3 BHK,sector 86,dlf the skycourt,1.5,1900.0,7894.0,Super Built up area 1900(176.52 sq.m.),3,3,1,16th   of 19 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],16.0,19.0,1900.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,5,5,5,5,,,
750,750,flat,4 BHK,sector 104,ats triumph,2.52,3150.0,8000.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,19th   of 27 Floors,North-East,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],19.0,27.0,3150.0,2400.0,2800.0,0,1,1,0,0,0,12,0,0,0,0,0,0,2,0,1,1,0,6,0,0,0,0,1,156,4,5,5,4.5,5,,,
751,751,flat,2 BHK,sector 108,experion the heartsong,0.9,1283.0,7014.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2nd   of 14 Floors,South,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],2.0,14.0,1283.0,734.43,978.23,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,94,5,4,4,5,4,,,
752,752,flat,2 BHK,sohna road,tulsiani easy in homes,0.4,505.0,7920.0,Carpet area: 505 (46.92 sq.m.),2,2,3,9th   of 14 Floors,,Under Construction,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],9.0,14.0,,505.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,,,,5,4,4,4
753,753,,house,sector 25,independent,6.5,1800.0,36111.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Moderately Old,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,1,1,0,0,6,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,61,,,,,5,5,5,5
754,754,flat,2 BHK,sector 95,ramsons kshitij,0.3,950.0,3158.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11st   of 11 Floors,,undefined,[Management3.5 out of 5 Green Area4 out of 5 Construction4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],11.0,11.0,,552.0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.5,4,5,,,
755,755,flat,4 BHK,sector 92,sare crescent parc,1.0,2093.0,4778.0,Built Up area: 2093 (194.45 sq.m.),4,4,3,9th   of 9 Floors,,undefined,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities3 out of 5 Connectivity3 out of 5],9.0,9.0,,,2093.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,,,
756,756,flat,3 BHK,sector 107,signature global solera,0.5,645.0,7751.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6th   of 14 Floors,South-East,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],6.0,14.0,,645.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4.5,4.5,4,4,3,,,
757,757,flat,1 BHK,sector 2,ansal api celebrity suites,0.6,735.0,8163.0,Super Built up area 735(68.28 sq.m.),1,1,1,5th   of 15 Floors,North-East,Moderately Old,nan,5.0,15.0,735.0,,,0,0,0,0,0,0,6,1,1,2,0,0,0,1,0,1,0,0,2,0,0,1,0,1,67,,,,,,,,
758,758,,house,sector 4,independent,0.4,450.0,8889.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
759,759,flat,3 BHK,sector 82,mapsko royale ville,1.12,1790.0,6256.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12nd   of 18 Floors,North-East,Relatively New,[Green Area4.5 out of 5 Construction3 out of 5 Management3.5 out of 5 Amenities4 out of 5 Connectivity4 out of 5],12.0,18.0,1790.0,1400.0,,0,0,0,1,0,0,12,0,1,6,0,0,0,3,0,0,0,0,0,0,0,1,0,1,49,4.5,3,3.5,4,4,,,
760,760,flat,5 BHK,sector 106,elan the presidential,6.3,4095.0,15384.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10th   of 30 Floors,North-East,Under Construction,nan,10.0,30.0,4095.0,3500.0,,0,0,0,0,0,0,6,0,1,6,0,0,0,5,0,1,0,0,7,0,1,6,0,1,62,,,,,,,,
761,761,flat,3 BHK,sector 113,la vida by tata housing,2.35,2217.0,10599.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,11st   of 25 Floors,North-East,New Property,nan,11.0,25.0,2217.0,1720.0,2210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,,,,,,,,
762,762,,house,sector 49,independent,4.45,2880.0,15451.0,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,4,9,1,1,6,1,0,1,4,1,1,1,1,6,1,1,4,1,2,152,,,,,5,5,5,5
763,763,flat,4 BHK,sector 65,emaar mgf emerald floors premier,3.5,1975.0,17721.0,Super Built up area 1975(183.48 sq.m.),4,4,3,4th   of 4 Floors,East,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],4.0,4.0,1975.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,6,0,0,4,0,1,114,4.5,5,4.5,4.5,4,,,
764,764,flat,3 BHK,sector 54,dlf park place,4.86,1875.0,25920.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,7th   of 30 Floors,West,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],7.0,30.0,1875.0,,,0,1,0,0,0,0,22,1,1,5,0,0,1,3,0,1,0,0,0,0,0,3,0,1,49,5,5,5,5,5,,,
765,765,,house,sector 110,independent,0.34,500.0,6800.0,Built Up area: 500 (46.45 sq.m.),1,1,0,1.0,,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,500.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,5,4,4,4
766,766,flat,2 BHK,sector 68,supertech hues,0.9,1180.0,7627.0,Carpet area: 1180 (109.63 sq.m.),2,2,2,1st   of 35 Floors,East,New Property,[Environment4 out of 5 Safety5 out of 5 Lifestyle4 out of 5 Connectivity3 out of 5],1.0,35.0,,1180.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,,3,4,4,5
767,767,flat,3 BHK,sector 102,shapoorji pallonji joyville gurugram,1.8,1692.0,10638.0,Super Built up area 1692(157.19 sq.m.),3,3,3,5th   of 26 Floors,North,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],5.0,26.0,1692.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,5,4,5,4,,,
768,768,flat,2 BHK,sector 90,green court,0.45,626.0,7188.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2nd   of 14 Floors,,New Property,[Green Area3 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity4 out of 5],2.0,14.0,,626.0,,0,0,0,0,0,0,6,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,42,3,4,4,4,4,,,
769,769,flat,3 BHK,sector 107,m3m woodshire,1.8,2361.0,7623.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1384 sq.ft. (128.58 sq.m.),3,4,3+,2nd   of 14 Floors,,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],2.0,14.0,2361.0,1384.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,4.5,5,4.5,5,4,,,
770,770,flat,3 BHK,sector 79,godrej,1.28,1505.0,8504.0,Super Built up area 1505(139.82 sq.m.),3,3,3,7th   of 15 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,15.0,1505.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,5,5,4.5,5,4,,,
771,771,flat,3 BHK,sector 109,sbtl caladium,1.8,2545.0,7072.0,Super Built up area 2545(236.44 sq.m.)Carpet area: 1527 sq.ft. (141.86 sq.m.),3,3,3+,10th   of 19 Floors,East,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],10.0,19.0,2545.0,1527.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,,,,3.5,4,5,4.5
772,772,flat,4 BHK,sector 72,tata primanti,4.0,2905.0,13769.0,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,9th   of 40 Floors,North-East,Relatively New,[Green Area4 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],9.0,40.0,2905.0,2500.0,2800.0,0,1,0,0,0,0,14,1,1,7,0,0,0,3,0,1,1,0,4,1,0,4,0,1,165,4,4,5,5,4,,,
773,773,flat,3 BHK,sector 37c,ild grand,1.2,1820.0,6593.0,Super Built up area 1820(169.08 sq.m.),3,3,3,7th   of 15 Floors,,undefined,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],7.0,15.0,1820.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,,,4,4,5,4
774,774,,house,sector 69,independent,0.8,763.0,10484.0,Built Up area: 763 (70.89 sq.m.),1,1,0,1.0,,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,763.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4,4
775,775,flat,4 BHK,sector 49,vatika city,3.6,3020.0,11920.0,Carpet area: 3020 (280.57 sq.m.),4,5,3,7th   of 17 Floors,,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,17.0,,3020.0,,0,1,0,1,0,0,99,1,1,7,0,1,1,7,1,1,1,0,7,6,1,5,0,2,15,5,4,4,5,4,,,
776,776,flat,2 BHK,sector 12,shri balaji apartment,0.35,867.0,4037.0,Super Built up area 867(80.55 sq.m.)Built Up area: 737 sq.ft. (68.47 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,1,1st   of 4 Floors,North,Moderately Old,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity4.5 out of 5],1.0,4.0,867.0,650.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,,4.5,4,4,4
777,777,flat,2 BHK,sector 83,vatika gurgaon,0.87,1245.0,6987.0,Super Built up area 1245(115.66 sq.m.),2,2,2,3rd   of 18 Floors,East,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities3.5 out of 5 Connectivity4 out of 5],3.0,18.0,1245.0,,,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,35,5,4.5,4,3.5,4,,,
778,778,flat,4 BHK,sector 113,smart world one dxp,3.45,2600.0,13269.0,Super Built up area 2600(241.55 sq.m.),4,4,3,11st   of 30 Floors,South-East,undefined,nan,11.0,30.0,2600.0,,,1,1,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,0,6,0,0,1,0,1,156,,,,,,,,
779,779,flat,4 BHK,sector 111,puri diplomatic greens,3.45,2950.0,11694.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,9th   of 21 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],9.0,21.0,2950.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,5,4,4,3,,,
780,780,flat,3 BHK,sector 69,tulip violet,1.43,1582.0,9039.0,Super Built up area 1578(146.6 sq.m.),3,3,2,1st   of 14 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],1.0,14.0,1578.0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102,5,4,5,5,4.5,,,
781,781,,house,sector 54,independent,5.0,1161.0,43066.0,Plot area 129(107.86 sq.m.),21,21,3+,5.0,North,Relatively New,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity4 out of 5 Safety4 out of 5],,,,,,0,1,0,0,0,21,21,1,1,21,0,1,1,21,1,1,1,1,0,1,1,21,1,2,49,,,,,4,5,4,4
782,782,flat,1 BHK,sector 109,conscient one,1.7,965.0,17617.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,9th   of 9 Floors,,undefined,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5],9.0,9.0,,628.0,965.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,3.5,4,5,4.5
783,783,flat,2 BHK,sohna road,eldeco accolade,0.71,1447.0,4907.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,10th   of 18 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity3.5 out of 5],10.0,18.0,1457.0,849.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4.5,4,5,3.5,,,
784,784,flat,4 BHK,sector 109,raheja atharva,1.6,3008.0,5319.0,Built Up area: 3008 (279.45 sq.m.),4,1,0,Ground of 1 Floors,,New Property,[Green Area4 out of 5 Construction2 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],0.0,1.0,,,3008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,,,
785,785,flat,2 BHK,sector 67a,ireo the corridors,1.3,1296.0,10031.0,Built Up area: 1296 (120.4 sq.m.),2,2,2,Basement of 13 Floors,,undefined,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety5 out of 5],1.0,13.0,,,1296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,,,,4,4,5,5
786,786,flat,3 BHK,sector 81,dlf the ultima,2.25,2092.0,10755.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 2090 sq.ft. (194.17 sq.m.)Carpet area: 2087 sq.ft. (193.89 sq.m.),3,4,3+,11st   of 29 Floors,West,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],11.0,29.0,2092.0,2087.0,2090.0,0,1,0,0,0,0,4,1,1,3,0,0,1,3,0,1,0,1,3,0,0,2,1,2,174,5,4,4,5,4,,,
787,787,flat,3 BHK,sector 86,ansal heights 86,1.25,1690.0,7396.0,Super Built up area 1690(157.01 sq.m.),3,2,1,11st   of 14 Floors,,New Property,[Environment5 out of 5 Safety4.5 out of 5 Lifestyle5 out of 5 Connectivity4.5 out of 5],11.0,14.0,1690.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,,,,4.5,5,5,4.5
788,788,flat,2 BHK,sector 33,ashiana anmol,1.1,1275.0,8627.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),2,2,2,4th   of 4 Floors,North-East,undefined,[Environment3 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],4.0,4.0,,795.0,1275.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,3,4
789,789,flat,3 BHK,sector 37c,piedmont taksila heights,0.9,1537.0,5855.0,Built Up area: 1537 (142.79 sq.m.),3,3,3,9th   of 15 Floors,South-West,Moderately Old,[Green Area5 out of 5 Construction3.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],9.0,15.0,,,1537.0,0,0,0,0,0,0,6,0,1,5,0,0,0,3,0,1,0,0,0,0,0,2,0,1,94,5,3.5,4,4,4,,,
790,790,flat,4 BHK,sector 82,mapsko casa bella,1.75,2535.0,6903.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1st   of 1 Floors,West,undefined,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],1.0,1.0,,1960.0,2535.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4.5,4,4,4,4,,,
