Unnamed: 0.1,Unnamed: 0,index,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,TV,Bed,Microwave,Geyser,Fan,Chimney,Water Purifier,Dining Table,Sofa,Fridge,Modular Kitchen,Stove,Light,Curtains,Exhaust Fan,Wardrobe,AC,Washing Machine,furnishing_type,luxury_score,Safety,Lifestyle,Environment,Connectivity,Management,Amenities,Green_area,Construction
1569,1569,1569,Flat,sector 90,dlf new town heights,1.2,1930.0,6218.0,Carpet area: 1930 (179.3 sq.m.),3,3,3+,8th   of 19 Floors,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],8.0,19.0,,1930.0,2144.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,,,,4.0,4.0,5.0,5.0,4.0
1570,1570,1570,house,sector 26,dlf city plots,18.0,4518.0,39841.0,Plot area 502(419.74 sq.m.),6,6,2,3.0,Old Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,0,1,0,1,1,0,0,0,6,8,1,0,0,0,0,1,1,28,0,1,22,7,0,2,49,5.0,5.0,5.0,5.0,,,,
1571,1571,1571,Flat,sector 77,umang winter hills,1.0,1333.0,7502.0,Carpet area: 1340 (124.49 sq.m.),2,2,2,3rd   of 18 Floors,New Property,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4.5 out of 5],3.0,18.0,,1340.0,1489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,,,,4.5,4.0,4.5,5.0,5.0
1572,1572,1572,Flat,sector 72,spaze privy,3.1,4632.0,6693.0,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,5,3+,8th   of 8 Floors,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],8.0,8.0,4632.0,2300.0,3374.0,1,1,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,30,0,0,0,0,0,0,136,,,,5.0,4.0,4.0,5.0,4.0
1573,1573,1573,Flat,sector 109,ats kocoon,2.22,2095.0,10597.0,Super Built up area 2095(194.63 sq.m.),3,3,3,20th   of 26 Floors,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],20.0,26.0,2095.0,,1896.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,,,,4.0,5.0,5.0,5.0,5.0
1574,1574,1574,Flat,sector 95,ramsons kshitij,0.32,711.0,4501.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,8th   of 14 Floors,Relatively New,[Green Area4 out of 5 Amenities4 out of 5 Management3.5 out of 5 Construction4 out of 5 Connectivity5 out of 5],8.0,14.0,700.0,443.32,563.0,0,0,0,0,1,1,0,0,1,3,1,1,1,0,1,1,1,10,1,0,2,1,1,1,28,,,,5.0,3.5,4.0,4.0,4.0
1575,1575,1575,Flat,sohna road,eldeco accolade,0.96,1461.0,6571.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,14th   of 18 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity3.5 out of 5],14.0,18.0,1457.0,849.0,1131.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,151,,,,3.5,4.0,5.0,5.0,4.5
1576,1576,1576,Flat,sector 90,dlf regal gardens,1.65,2215.0,7449.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2214 sq.ft. (205.69 sq.m.)Carpet area: 2213 sq.ft. (205.59 sq.m.),4,4,3+,15th   of 29 Floors,Relatively New,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],15.0,29.0,2215.0,2213.0,2214.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,1,0,6,0,0,158,,,,4.0,4.0,5.0,5.0,4.5
1577,1577,1577,Flat,sector 39,hector trimurti heights,1.5,2350.0,6383.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10th   of 12 Floors,Old Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],10.0,12.0,,2350.0,2611.0,0,1,0,0,0,1,0,1,4,5,1,1,1,1,1,1,1,15,5,1,4,5,1,1,49,4.0,4.0,4.0,5.0,,,,
1578,1578,1578,Flat,sector 104,hero homes,1.2,684.0,17544.0,Super Built up area 1099(102.1 sq.m.)Carpet area: 683.83 sq.ft. (63.53 sq.m.),2,2,2,22nd   of 26 Floors,undefined,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity4 out of 5],22.0,26.0,1099.0,683.83,877.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,4.0,4.0,4.0,4.0,,,,
1579,1579,1579,Flat,sector 74,m3m skywalk,1.54,1424.0,10815.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,3+,15th   of 30 Floors,Relatively New,,15.0,30.0,1424.0,1139.0,1200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,,,,,,,,
1580,1580,1580,house,sector 17,independent,0.32,565.0,5664.0,Built Up area: 565 (52.49 sq.m.),5,1,0,1.0,undefined,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5 Safety3 out of 5],,,,,565.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4.0,4.0,,,,
1581,1581,1581,house,sector 48,vipul tatvam villa,7.8,3370.0,23145.0,Plot area 360(301.01 sq.m.),4,4,3+,2.0,Relatively New,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],,,,,,1,1,1,1,0,0,0,1,4,7,1,1,1,0,0,1,0,11,1,1,6,7,0,2,145,4.0,4.0,4.0,5.0,,,,
1582,1582,1582,Flat,sector 90,shree vardhman flora,0.75,1300.0,5769.0,Carpet area: 1300 (120.77 sq.m.),2,2,3,8th   of 8 Floors,undefined,[Green Area5 out of 5 Amenities5 out of 5 Management4 out of 5 Construction5 out of 5 Connectivity5 out of 5],8.0,8.0,,1300.0,1444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,,,,5.0,4.0,5.0,5.0,5.0
1583,1583,1583,Flat,sector 65,m3m golfestate,6.15,3844.0,15999.0,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1st   of 14 Floors,Relatively New,[Connectivity5 out of 5 Management5 out of 5 Construction5 out of 5 Green Area5 out of 5 Amenities5 out of 5],1.0,14.0,,3844.0,4271.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,49,,,,5.0,5.0,5.0,5.0,5.0
1584,1584,1584,Flat,sector 104,ats triumph,1.83,2290.0,7991.0,Super Built up area 2290(212.75 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10th   of 27 Floors,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],10.0,27.0,2290.0,1750.0,2000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,5,0,0,165,,,,5.0,5.0,4.5,4.0,5.0
1585,1585,1585,Flat,sector 66,emaar mgf the enclave,1.9,1800.0,10556.0,Super Built up area 1920(178.37 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,8th   of 16 Floors,Relatively New,[Environment3 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],8.0,16.0,1920.0,1800.0,1850.0,0,1,0,0,0,0,0,0,3,5,1,0,0,0,0,1,1,9,0,1,3,4,0,2,174,4.0,4.0,3.0,4.0,,,,
1586,1586,1586,Flat,sector 81,bestech spa signature,4.4,3500.0,12571.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3700 sq.ft. (343.74 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,6th   of 31 Floors,New Property,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],6.0,31.0,4200.0,3500.0,3700.0,1,1,0,1,1,0,0,1,4,10,1,1,0,0,1,1,1,16,0,1,5,10,1,1,49,4.5,4.0,4.5,3.5,,,,
1587,1587,1587,Flat,sector 43,dlf carlton estate,2.1,1362.0,15419.0,Super Built up area 1362(126.53 sq.m.),3,3,1,2nd   of 19 Floors,Old Property,[Green Area5 out of 5 Construction4.5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],2.0,19.0,1362.0,,1233.0,0,0,1,0,0,0,0,0,3,7,1,0,0,0,0,1,0,17,0,1,3,4,0,2,88,,,,5.0,4.5,4.5,5.0,4.5
1588,1588,1588,Flat,sector 107,signature global solera,0.38,600.0,6333.0,Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,3rd   of 14 Floors,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity3 out of 5],3.0,14.0,650.0,600.0,627.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,23,,,,3.0,4.0,4.0,4.5,4.5
1589,1589,1589,Flat,sector 56,kanchanjanga tower,1.45,1900.0,7632.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,2nd   of 6 Floors,Moderately Old,[Environment4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4 out of 5],2.0,6.0,1900.0,,1719.0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,1,0,4,1,1,3,0,0,2,126,4.0,5.0,4.0,5.0,,,,
1590,1590,1590,Flat,sector 67,bestech park view spa next,2.72,2350.0,11574.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,Ground of 14 Floors,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],0.0,14.0,2350.0,2001.0,2250.0,0,1,0,1,0,0,0,0,5,7,1,0,0,0,0,1,1,15,0,1,4,5,0,2,128,,,,5.0,4.5,5.0,5.0,4.0
1591,1591,1591,Flat,sector 99,assotech blith,0.92,1365.0,6740.0,Super Built up area 1365(126.81 sq.m.),2,2,3+,22nd   of 24 Floors,Under Construction,[Safety4.5 out of 5 Lifestyle4 out of 5 Environment4.5 out of 5 Connectivity4.5 out of 5],22.0,24.0,1365.0,,1235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4.5,4.0,4.5,4.5,,,,
1592,1592,1592,Flat,sector 33,godrej nature plus,1.7,1350.0,12593.0,Carpet area: 1350 (125.42 sq.m.),3,3,3+,6th   of 22 Floors,undefined,,6.0,22.0,,1350.0,1500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,,
1593,1593,1593,Flat,sector 102,shapoorji pallonji joyville gurugram,1.1,903.0,12182.0,Super Built up area 903(83.89 sq.m.),2,2,1,8th   of 14 Floors,undefined,[Green Area4 out of 5 Amenities5 out of 5 Management4 out of 5 Construction5 out of 5 Connectivity4 out of 5],8.0,14.0,903.0,,817.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,,,,4.0,4.0,5.0,4.0,5.0
